,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE, Label
10,192.168.1.12-192.168.1.5-39904-20000,192.168.1.12,192.168.1.5,39904,20000,6, 16/05/2020  19:09:50 ,361.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2789473.6842105263,2783933.51800554,2767313.0193905816,5540.16620498615,361.0,-1.0,361.0,361.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2770.083102493075,2770.083102493075,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
11,192.168.1.12-192.168.1.5-39906-20000,192.168.1.12,192.168.1.5,39906,20000,6, 16/05/2020  19:10:13 ,107.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,9411214.953271028,9392523.36448598,9336448.59813084,18691.58878504673,107.0,-1.0,107.0,107.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,9345.794392523365,9345.794392523365,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
12,192.168.1.12-192.168.1.5-39908-20000,192.168.1.12,192.168.1.5,39908,20000,6, 16/05/2020  19:10:35 ,473.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2128964.059196617,2124735.7293868917,2112050.739957717,4228.329809725158,473.0,-1.0,473.0,473.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2114.164904862579,2114.164904862579,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
13,192.168.1.12-192.168.1.5-39910-20000,192.168.1.12,192.168.1.5,39910,20000,6, 16/05/2020  19:11:02 ,514.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,1959143.9688715956,1955252.9182879375,1943579.7665369648,3891.050583657587,514.0,-1.0,514.0,514.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,1945.5252918287936,1945.5252918287936,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
14,192.168.1.12-192.168.1.5-39912-20000,192.168.1.12,192.168.1.5,39912,20000,6, 16/05/2020  19:11:27 ,286.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,3520979.0209790207,3513986.013986014,3493006.9930069926,6993.006993006993,286.0,-1.0,286.0,286.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3496.5034965034965,3496.5034965034965,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
15,192.168.1.12-192.168.1.5-39914-20000,192.168.1.12,192.168.1.5,39914,20000,6, 16/05/2020  19:11:55 ,444.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2268018.018018018,2263513.513513513,2250000.0,4504.5045045045035,444.0,-1.0,444.0,444.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2252.2522522522518,2252.2522522522518,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
16,192.168.1.12-192.168.1.5-39916-20000,192.168.1.12,192.168.1.5,39916,20000,6, 16/05/2020  19:12:18 ,449.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2242761.692650334,2238307.349665924,2224944.320712695,4454.342984409799,449.0,-1.0,449.0,449.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2227.1714922049,2227.1714922049,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
17,192.168.1.12-192.168.1.5-39918-20000,192.168.1.12,192.168.1.5,39918,20000,6, 16/05/2020  19:12:47 ,531.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,1896421.845574388,1892655.3672316384,1881355.9322033897,3766.478342749529,531.0,-1.0,531.0,531.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,1883.2391713747645,1883.2391713747645,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
18,192.168.1.12-192.168.1.5-39920-20000,192.168.1.12,192.168.1.5,39920,20000,6, 16/05/2020  19:13:14 ,522.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,1929118.77394636,1925287.3563218392,1913793.103448276,3831.417624521073,522.0,-1.0,522.0,522.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,1915.7088122605364,1915.7088122605364,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
19,192.168.1.12-192.168.1.5-39922-20000,192.168.1.12,192.168.1.5,39922,20000,6, 16/05/2020  19:13:44 ,273.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,3688644.6886446886,3681318.681318681,3659340.6593406587,7326.007326007325,273.0,-1.0,273.0,273.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3663.0036630036625,3663.0036630036625,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
20,192.168.1.12-192.168.1.5-39924-20000,192.168.1.12,192.168.1.5,39924,20000,6, 16/05/2020  19:14:06 ,445.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2262921.348314607,2258426.966292135,2244943.820224719,4494.38202247191,445.0,-1.0,445.0,445.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2247.191011235955,2247.191011235955,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
21,192.168.1.12-192.168.1.5-39926-20000,192.168.1.12,192.168.1.5,39926,20000,6, 16/05/2020  19:14:29 ,498.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2022088.3534136547,2018072.289156627,2006024.0963855425,4016.064257028113,498.0,-1.0,498.0,498.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2008.0321285140565,2008.0321285140565,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
22,192.168.1.12-192.168.1.5-39928-20000,192.168.1.12,192.168.1.5,39928,20000,6, 16/05/2020  19:14:57 ,413.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2438256.6585956416,2433414.043583535,2418886.198547216,4842.615012106538,413.0,-1.0,413.0,413.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2421.307506053269,2421.307506053269,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
23,192.168.1.12-192.168.1.5-39930-20000,192.168.1.12,192.168.1.5,39930,20000,6, 16/05/2020  19:15:18 ,669.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,1505231.6890881911,1502242.1524663675,1493273.542600897,2989.5366218236168,669.0,-1.0,669.0,669.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,1494.7683109118084,1494.7683109118084,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
24,192.168.1.12-192.168.1.5-39932-20000,192.168.1.12,192.168.1.5,39932,20000,6, 16/05/2020  19:15:38 ,311.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,3237942.122186495,3231511.2540192925,3212218.649517685,6430.868167202572,311.0,-1.0,311.0,311.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3215.434083601286,3215.434083601286,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
25,192.168.1.12-192.168.1.5-39934-20000,192.168.1.12,192.168.1.5,39934,20000,6, 16/05/2020  19:15:59 ,216.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,4662037.037037037,4652777.777777778,4625000.0,9259.25925925926,216.0,-1.0,216.0,216.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4629.62962962963,4629.62962962963,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
26,192.168.1.12-192.168.1.5-39936-20000,192.168.1.12,192.168.1.5,39936,20000,6, 16/05/2020  19:16:29 ,660.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,1525757.5757575757,1522727.2727272727,1513636.3636363638,3030.3030303030305,660.0,-1.0,660.0,660.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,1515.1515151515152,1515.1515151515152,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
27,192.168.1.12-192.168.1.5-39938-20000,192.168.1.12,192.168.1.5,39938,20000,6, 16/05/2020  19:16:59 ,404.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2492574.2574257427,2487623.7623762377,2472772.2772277226,4950.495049504952,404.0,-1.0,404.0,404.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2475.247524752476,2475.247524752476,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
28,192.168.1.12-192.168.1.5-39940-20000,192.168.1.12,192.168.1.5,39940,20000,6, 16/05/2020  19:17:26 ,198.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,5085858.585858586,5075757.575757576,5045454.545454546,10101.010101010104,198.0,-1.0,198.0,198.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,5050.505050505051,5050.505050505051,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
29,192.168.1.12-192.168.1.5-39942-20000,192.168.1.12,192.168.1.5,39942,20000,6, 16/05/2020  19:17:55 ,513.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,1962962.9629629632,1959064.32748538,1947368.421052632,3898.635477582846,513.0,-1.0,513.0,513.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,1949.317738791423,1949.317738791423,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
30,192.168.1.12-192.168.1.5-39944-20000,192.168.1.12,192.168.1.5,39944,20000,6, 16/05/2020  19:18:25 ,376.0,1,1,1000,999,997,7,6,2,1000,1000,1000.0,-1.0,999,999,999.0,-1.0,997,997,997.0,-1.0,7,7,7.0,-1.0,6,6,6.0,-1.0,2,2,2.0,-1.0,2678191.4893617025,2672872.340425532,2656914.8936170214,5319.148936170213,376.0,-1.0,376.0,376.0,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2659.574468085107,2659.574468085107,503.5,7,1000,702.1570337182417,493024.5,502.5,6,999,702.1570337182417,493024.5,499.5,2,997,703.5712472806148,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
